#{"t_start": 1743951802.0446134, "env_id": "None"}
r,l,t
15.1,49,14793.423503
-11.8,18,14893.920345
-10.5,5,14921.964707
-10.2,2,14935.454529
-10.1,1,14944.034213
-10.6,6,14980.547848
-10.2,2,14990.568224
-17.8,78,15397.536569
25.6,44,15625.931829
18.7,13,15691.666503
-11.1,11,15742.39112
14.3,57,16033.54007
-10.5,5,16056.759522
-10.1,1,16065.313814
14.8,52,16351.150176
26.1,39,16545.537919
-12.3,23,16659.310632
-11.9,19,16753.676697
-10.9,9,16800.431441
-10.5,5,16827.540886
16.1,39,17022.051933
-11.2,12,17082.295205
-12.7,27,17228.50685
-13.9,39,17431.116653
-12.7,27,17576.968873
-10.7,7,17614.082453
29.0,10,17664.693912
-11.1,11,17716.388013
29.0,10,17771.565016
-14.0,40,17982.134928
-12.2,22,18096.343045
-11.7,17,18176.893686
-12.2,22,18301.301018
28.8,12,18377.165822
-10.9,9,18424.293698
-17.2,72,18787.245857
18.8,12,18851.460289
-10.8,8,18893.011717
-10.1,1,18898.094
-10.7,7,18935.673326
-10.1,1,18940.774674
-10.1,1,18945.869507
-10.1,1,18954.469096
-11.7,17,19038.025808
-15.7,57,19333.021707
28.8,12,19394.638314
-11.5,15,19467.998277
-13.5,35,19646.034193
-11.1,11,19701.746837
-10.1,1,19710.336951
11.4,86,20152.097514
-11.6,16,20233.972172
-10.7,7,20274.628631
-10.8,8,20320.683562
-10.1,1,20329.274441
-10.4,4,20348.873947
-11.5,15,20425.997922
-10.6,6,20454.634076
-10.7,7,20486.691745
-10.1,1,20495.290067
-10.9,9,20536.45501
-10.1,1,20545.034054
-10.7,7,20578.530689
-10.6,6,20614.076675
-10.8,8,20651.775301
21.4,86,21087.870566
-13.3,33,21264.029525
-10.1,1,21272.607777
18.9,11,21336.190058
28.9,11,21388.354574
-10.8,8,21426.670016
-10.7,7,21467.432715
-10.8,8,21509.199262
-11.8,18,21604.591884
