#{"t_start": 1743951802.0377648, "env_id": "None"}
r,l,t
-12.3,23,17688.342579
19.0,10,17735.964704
-10.7,7,17776.58346
-10.6,6,17812.578408
-12.8,28,17954.932964
-17.2,72,18337.4703
-11.1,11,18400.696877
-10.5,5,18429.303226
-15.0,50,18681.495826
19.0,10,18727.199376
-11.0,10,18778.765074
-10.2,2,18795.741883
18.5,15,18870.003261
-10.6,6,18903.083942
-10.3,3,18917.082907
-13.1,31,19074.547784
-10.1,1,19083.135683
-10.4,4,19102.60207
19.2,8,19139.147323
-10.7,7,19179.14437
-17.6,76,19568.413799
-11.1,11,19627.07759
19.0,10,19678.14948
-15.4,54,19956.486701
-14.1,41,20169.607309
-10.8,8,20206.879747
-10.1,1,20215.456446
-10.5,5,20238.970001
-10.1,1,20247.549623
-10.6,6,20279.664511
-10.7,7,20320.688499
-19.9,99,20812.880665
-10.5,5,20836.361103
29.1,9,20878.603333
-10.2,2,20892.108146
-10.1,1,20900.719434
-10.1,1,20909.3081
-12.8,28,21059.862525
-11.7,17,21152.555692
-11.2,12,21216.82674
-10.2,2,21226.460085
-14.3,43,21452.859623
